,KO_n,KO_s,KO_l,KO_p
25103,Gm17577,0.0,0.0,1.0
25104,Astx6,0.0,0.0,1.0
25105,Gm4779,0.0,0.0,1.0
25106,Gm14808,0.0,0.0,1.0
25107,Astx1c,0.0,0.0,1.0
25108,Gm45015,0.0,0.0,1.0
25109,Gm14707,0.0,0.0,1.0
25110,Gm15384,0.0,0.0,1.0
25111,Ctag2l2,0.0,0.0,1.0
25112,Pwwp4c,0.0,0.0,1.0
25113,Olfr1325,0.0,0.0,1.0
25114,Olfr1326-ps1,0.0,0.0,1.0
25115,Ctag2l1,0.0,0.0,1.0
25116,Avpr2,0.0,0.0,1.0
25117,Trex2,0.0,0.0,1.0
25118,Gm18336,0.0,0.0,1.0
25119,Spin2d,0.0,0.0,1.0
25120,1700010D01Rik,0.0,0.0,1.0
25121,Xlr5b,0.0,0.0,1.0
25122,Pwwp4b,0.0,0.0,1.0
25123,Gm20455,0.0,0.0,1.0
25124,Gm14684,0.0,0.0,1.0
25125,Magea4,0.0,0.0,1.0
25126,4930567H17Rik,0.0,0.0,1.0
25127,1700020N15Rik,0.0,0.0,1.0
25128,Gm14705,0.0,0.0,1.0
25129,Gm6812,0.0,0.0,1.0
25130,1700036O09Rik,0.0,0.0,1.0
25131,Gm14742,0.0,0.0,1.0
25132,5430402E10Rik,0.0,0.0,1.0
25133,Obp1a,0.0,0.0,1.0
25134,Gm5938,0.0,0.0,1.0
25135,Pfn5,0.0,0.0,1.0
25136,AU015836,0.0,0.0,1.0
25137,BC061195,0.0,0.0,1.0
25138,Gm5941,0.0,0.0,1.0
25139,Mageb1,0.0,0.0,1.0
25140,Mageb5,0.0,0.0,1.0
25141,Mageb5b,0.0,0.0,1.0
25142,1700084M14Rik,0.0,0.0,1.0
25143,Mageb6b2,0.0,0.0,1.0
25144,Mageb6b1,0.0,0.0,1.0
25145,Mageb2,0.0,0.0,1.0
25146,Gm14773,0.0,0.0,1.0
25147,Mageb11,0.0,0.0,1.0
25148,4930415L06Rik,0.0,0.0,1.0
25149,Dcaf8l,0.0,0.0,1.0
25150,Gm14764,0.0,0.0,1.0
25151,Tsga8,0.0,0.0,1.0
25152,Fam47c,0.0,0.0,1.0
25153,4930480E11Rik,0.0,0.0,1.0
25154,Gm14743,0.0,0.0,1.0
25155,Obp1b,0.0,0.0,1.0
25156,Gm17693,0.0,0.0,1.0
25157,Gm17522,0.0,0.0,1.0
25158,Gm29046,0.0,0.0,1.0
25159,Gm21708,0.0,0.0,1.0
25160,Gm20914,0.0,0.0,1.0
25161,Gm21854,0.0,0.0,1.0
25162,Gm29158,0.0,0.0,1.0
25163,Gm21820,0.0,0.0,1.0
25164,Gm29353,0.0,0.0,1.0
25165,Gm20918,0.0,0.0,1.0
25166,Gm29349,0.0,0.0,1.0
25167,Gm29351,0.0,0.0,1.0
25168,Gm28357,0.0,0.0,1.0
25169,Gm28242,0.0,0.0,1.0
25170,Gm21693,0.0,0.0,1.0
25171,Gm15239,0.0,0.0,1.0
25172,Gm29289,0.0,0.0,1.0
25173,Gm10352,0.0,0.0,1.0
25174,Rbmy,0.0,0.0,1.0
25175,Gm4064,0.0,0.0,1.0
25176,H2al2b,0.0,0.0,1.0
25177,Sry,0.0,0.0,1.0
25178,H2al2c,0.0,0.0,1.0
25179,Gm29089,0.0,0.0,1.0
25180,1700020D14Rik,0.0,0.0,1.0
25181,4933400A11Rik,0.0,0.0,1.0
25182,Gm28171,0.0,0.0,1.0
25183,Gm28173,0.0,0.0,1.0
25184,Gm29194,0.0,0.0,1.0
25185,Gm21778,0.0,0.0,1.0
25186,Gm20825,0.0,0.0,1.0
25187,Gm29049,0.0,0.0,1.0
25188,Gm28570,0.0,0.0,1.0
25189,Gm28571,0.0,0.0,1.0
25190,Gm28575,0.0,0.0,1.0
25191,Gm20826,0.0,0.0,1.0
25192,Gm28393,0.0,0.0,1.0
25193,Gm28394,0.0,0.0,1.0
25194,Gm28395,0.0,0.0,1.0
25195,Gm28398,0.0,0.0,1.0
25196,Gm21244,0.0,0.0,1.0
25197,Gm28999,0.0,0.0,1.0
25198,Gm28445,0.0,0.0,1.0
25199,Gm28442,0.0,0.0,1.0
25200,Gm20830,0.0,0.0,1.0
25201,Gm28444,0.0,0.0,1.0
25202,Gm21719,0.0,0.0,1.0
25203,Gm20873,0.0,0.0,1.0
25204,Gm28593,0.0,0.0,1.0
25205,Gm28430,0.0,0.0,1.0
25206,Gm29198,0.0,0.0,1.0
25207,Amelx,0.0,0.0,1.0
25208,Tlr8,0.0,0.0,1.0
25209,Gm17522-1,0.0,0.0,1.0
25210,Tmsb15a,0.0,0.0,1.0
25211,Rtl9,0.0,0.0,1.0
25212,Gm15295,0.0,0.0,1.0
25213,Irs4,0.0,0.0,1.0
25214,Cldn2,0.0,0.0,1.0
25215,Trap1a,0.0,0.0,1.0
25216,4933428M09Rik,0.0,0.0,1.0
25217,Serpina7,0.0,0.0,1.0
25218,Tex13a,0.0,0.0,1.0
25219,H2bw2,0.0,0.0,1.0
25220,Armcx5,0.0,0.0,1.0
25221,Pramex1,0.0,0.0,1.0
25222,Gm15230,0.0,0.0,1.0
25223,AV320801,0.0,0.0,1.0
25224,Gm7903,0.0,0.0,1.0
25225,Pramel3,0.0,0.0,1.0
25226,Gm15023,0.0,0.0,1.0
25227,4930570D08Rik,0.0,0.0,1.0
25228,4930558G05Rik,0.0,0.0,1.0
25229,4921511C20Rik,0.0,0.0,1.0
25230,Astx3,0.0,0.0,1.0
25231,Gm17267,0.0,0.0,1.0
25232,Astx4d,0.0,0.0,1.0
25233,Vmn1r239-ps,0.0,0.0,1.0
25234,Gm15114,0.0,0.0,1.0
25235,Gm8334,0.0,0.0,1.0
25236,Gm15099,0.0,0.0,1.0
25237,S100g,0.0,0.0,1.0
25238,Gm15202,0.0,0.0,1.0
25239,Klhl34,0.0,0.0,1.0
25240,Gm15156,0.0,0.0,1.0
25241,Cldn34b2,0.0,0.0,1.0
25242,Magea1,0.0,0.0,1.0
25243,Magea5,0.0,0.0,1.0
25244,Magea3,0.0,0.0,1.0
25245,Cldn34b1,0.0,0.0,1.0
25246,Samt4,0.0,0.0,1.0
25247,Samt2b,0.0,0.0,1.0
25248,Samt1d,0.0,0.0,1.0
25249,Samt1b,0.0,0.0,1.0
25250,Samt1,0.0,0.0,1.0
25251,Cypt3,0.0,0.0,1.0
25252,Gm27191,0.0,0.0,1.0
25253,Gm15086,0.0,0.0,1.0
25254,Gm15085,0.0,0.0,1.0
25255,Gm15100,0.0,0.0,1.0
25256,Gm15093,0.0,0.0,1.0
25257,Gm15092,0.0,0.0,1.0
25258,Gm28518,0.0,0.0,1.0
25259,Gm28520,0.0,0.0,1.0
25260,Magea9,0.0,0.0,1.0
25261,Gm28839,0.0,0.0,1.0
25262,Gm29108,0.0,0.0,1.0
25263,Gm29616,0.0,0.0,1.0
25264,Gm28259,0.0,0.0,1.0
25265,Gm20903,0.0,0.0,1.0
25266,Gm29255,0.0,0.0,1.0
25267,Gm29182,0.0,0.0,1.0
25268,Gm20870,0.0,0.0,1.0
25269,Gm28485,0.0,0.0,1.0
25270,Gm20869,0.0,0.0,1.0
25271,Gm28668,0.0,0.0,1.0
25272,Gm28842,0.0,0.0,1.0
25273,Gm28633,0.0,0.0,1.0
25274,Gm28432,0.0,0.0,1.0
25275,Gm28431,0.0,0.0,1.0
25276,Gm28238,0.0,0.0,1.0
25277,Gm29425,0.0,0.0,1.0
25278,Gm21118,0.0,0.0,1.0
25279,Gm28082,0.0,0.0,1.0
25280,Gm28081,0.0,0.0,1.0
25281,Gm28824,0.0,0.0,1.0
25282,Gm28632,0.0,0.0,1.0
25283,Gm29409,0.0,0.0,1.0
25284,Gm21913,0.0,0.0,1.0
25285,Gm28174,0.0,0.0,1.0
25286,Gm29416,0.0,0.0,1.0
25287,Gm28789,0.0,0.0,1.0
25288,Gm20806,0.0,0.0,1.0
25289,Gm28816,0.0,0.0,1.0
25290,Gm28663,0.0,0.0,1.0
25291,Gm29146,0.0,0.0,1.0
25292,Gm29565,0.0,0.0,1.0
25293,Gm29568,0.0,0.0,1.0
25294,Gm20867,0.0,0.0,1.0
25295,Gm29569,0.0,0.0,1.0
25296,Gm28538,0.0,0.0,1.0
25297,Gm28541,0.0,0.0,1.0
25298,Gm21650,0.0,0.0,1.0
25299,Gm28540,0.0,0.0,1.0
25300,Gm28704,0.0,0.0,1.0
25301,Gm28701,0.0,0.0,1.0
25302,Gm29309,0.0,0.0,1.0
25303,Gm29311,0.0,0.0,1.0
25304,Gm29313,0.0,0.0,1.0
25305,Gm21173,0.0,0.0,1.0
25306,Gm21776,0.0,0.0,1.0
25307,Gm28606,0.0,0.0,1.0
25308,Gm29278,0.0,0.0,1.0
25309,Gm28462,0.0,0.0,1.0
25310,Gm20817,0.0,0.0,1.0
25311,Gm20917,0.0,0.0,1.0
25312,Gm29547,0.0,0.0,1.0
25313,Gm28254,0.0,0.0,1.0
25314,Gm28252,0.0,0.0,1.0
25315,Gm29265,0.0,0.0,1.0
25316,Gm29622,0.0,0.0,1.0
25317,Gm29628,0.0,0.0,1.0
25318,Gm29625,0.0,0.0,1.0
25319,Gm29061,0.0,0.0,1.0
25320,Gm21627,0.0,0.0,1.0
25321,Gm29421,0.0,0.0,1.0
25322,Gm29549,0.0,0.0,1.0
25323,Gm20823,0.0,0.0,1.0
25324,Gm29446,0.0,0.0,1.0
25325,Gm21518,0.0,0.0,1.0
25326,Gm28600,0.0,0.0,1.0
25327,Gm29342,0.0,0.0,1.0
25328,Gm29343,0.0,0.0,1.0
25329,Gm29612,0.0,0.0,1.0
25330,Gm21497,0.0,0.0,1.0
25331,Gm29203,0.0,0.0,1.0
25332,Gm29204,0.0,0.0,1.0
25333,Gm29207,0.0,0.0,1.0
25334,1700040F15Rik,0.0,0.0,1.0
25335,Gm20924,0.0,0.0,1.0
25336,Gm29457,0.0,0.0,1.0
25337,Gm20736,0.0,0.0,1.0
25338,Gm28561,0.0,0.0,1.0
25339,Gm29447,0.0,0.0,1.0
25340,Gm20816,0.0,0.0,1.0
25341,Gm29449,0.0,0.0,1.0
25342,Gm29450,0.0,0.0,1.0
25343,Gm29660,0.0,0.0,1.0
25344,Gm29662,0.0,0.0,1.0
25345,Gm29636,0.0,0.0,1.0
25346,Gm29217,0.0,0.0,1.0
25347,Gm29632,0.0,0.0,1.0
25348,Gm29219,0.0,0.0,1.0
25349,Gm28613,0.0,0.0,1.0
25350,Ssty2,0.0,0.0,1.0
25351,Gm29003,0.0,0.0,1.0
25352,Gm20852,0.0,0.0,1.0
25353,Gm29381,0.0,0.0,1.0
25354,Gm29379,0.0,0.0,1.0
25355,Gm28133,0.0,0.0,1.0
25356,Gm28138,0.0,0.0,1.0
25357,Gm28135,0.0,0.0,1.0
25358,Gm28134,0.0,0.0,1.0
25359,Gm29584,0.0,0.0,1.0
25360,Gm28813,0.0,0.0,1.0
25361,Gm28421,0.0,0.0,1.0
25362,Gm28687,0.0,0.0,1.0
25363,ENSMUSG00000094836,0.0,0.0,1.0
25364,ENSMUSG00000095250,0.0,0.0,1.0
25365,ENSMUSG00000095475,0.0,0.0,1.0
25366,ENSMUSG00000095523,0.0,0.0,1.0
25367,ENSMUSG00000095763,0.0,0.0,1.0
25368,ENSMUSG00000091585,0.0,0.0,1.0
25369,ENSMUSG00000094172,0.0,0.0,1.0
25370,Gm16367,0.0,0.0,1.0
25371,ENSMUSG00000094791,0.0,0.0,1.0
25372,ENSMUSG00000094474,0.0,0.0,1.0
25373,ENSMUSG00000094383,0.0,0.0,1.0
25374,Gm28301,0.0,0.0,1.0
25375,Gm28406,0.0,0.0,1.0
25376,Gm28300,0.0,0.0,1.0
25377,Gm29504,0.0,0.0,1.0
25378,Gm28674,0.0,0.0,1.0
25379,Gm28673,0.0,0.0,1.0
25380,Gm28670,0.0,0.0,1.0
25381,Gm28672,0.0,0.0,1.0
25382,Gm29393,0.0,0.0,1.0
25383,Gm29392,0.0,0.0,1.0
25384,Gm28407,0.0,0.0,1.0
25385,Gm28977,0.0,0.0,1.0
25386,ENSMUSG00000095787,0.0,0.0,1.0
25387,ENSMUSG00000096100,0.0,0.0,1.0
25388,ENSMUSG00000095672,0.0,0.0,1.0
25389,ENSMUSG00000094874,0.0,0.0,1.0
25390,ENSMUSG00000094915,0.0,0.0,1.0
25391,ENSMUSG00000095019,0.0,0.0,1.0
25392,ENSMUSG00000094799,0.0,0.0,1.0
25393,ENSMUSG00000079794,0.0,0.0,1.0
25394,ENSMUSG00000079192,0.0,0.0,1.0
25395,ENSMUSG00000095092,0.0,0.0,1.0
25396,ENSMUSG00000096244,0.0,0.0,1.0
25397,Vmn1r186,0.0,0.0,1.0
25398,ENSMUSG00000095076,0.0,0.0,1.0
25399,ENSMUSG00000094722,0.0,0.0,1.0
25400,ENSMUSG00000096728,0.0,0.0,1.0
25401,ENSMUSG00000095570,0.0,0.0,1.0
25402,ENSMUSG00000094337,0.0,0.0,1.0
25403,ENSMUSG00000074720,0.0,0.0,1.0
25404,ENSMUSG00000094741,0.0,0.0,1.0
25405,ENSMUSG00000095505,0.0,0.0,1.0
25406,ENSMUSG00000096680,0.0,0.0,1.0
25407,ENSMUSG00000095666,0.0,0.0,1.0
25408,ENSMUSG00000094303,0.0,0.0,1.0
25409,ENSMUSG00000094728,0.0,0.0,1.0
25410,ENSMUSG00000095450,0.0,0.0,1.0
25411,Gm29436,0.0,0.0,1.0
25412,Gm28405,0.0,0.0,1.0
25413,Gm28422,0.0,0.0,1.0
25414,Gm21317,0.0,0.0,1.0
25415,Gm28758,0.0,0.0,1.0
25416,Gm29338,0.0,0.0,1.0
25417,Gm21394,0.0,0.0,1.0
25418,Gm28475,0.0,0.0,1.0
25419,Gm28472,0.0,0.0,1.0
25420,Gm28832,0.0,0.0,1.0
25421,Gm28225,0.0,0.0,1.0
25422,Gm28226,0.0,0.0,1.0
25423,Gm29473,0.0,0.0,1.0
25424,Gm29472,0.0,0.0,1.0
25425,Gm28126,0.0,0.0,1.0
25426,Gm28866,0.0,0.0,1.0
25427,Gm28124,0.0,0.0,1.0
25428,Gm28743,0.0,0.0,1.0
25429,Gm28741,0.0,0.0,1.0
25430,Gm20911,0.0,0.0,1.0
25431,Gm29324,0.0,0.0,1.0
25432,Gm28898,0.0,0.0,1.0
25433,Gm28696,0.0,0.0,1.0
25434,Gm28157,0.0,0.0,1.0
25435,Gm29190,0.0,0.0,1.0
25436,Gm29606,0.0,0.0,1.0
25437,Gm29071,0.0,0.0,1.0
25438,Gm28348,0.0,0.0,1.0
25439,Gm28972,0.0,0.0,1.0
25440,Gm28970,0.0,0.0,1.0
25441,Gm29162,0.0,0.0,1.0
25442,Gm28718,0.0,0.0,1.0
25443,Gm28104,0.0,0.0,1.0
25444,Gm28108,0.0,0.0,1.0
25445,Gm28109,0.0,0.0,1.0
25446,Gm20906,0.0,0.0,1.0
25447,Gm28367,0.0,0.0,1.0
25448,Gm28365,0.0,0.0,1.0
25449,Gm29297,0.0,0.0,1.0
25450,Gm29091,0.0,0.0,1.0
25451,Gm28440,0.0,0.0,1.0
25452,Gm29302,0.0,0.0,1.0
25453,Gm28218,0.0,0.0,1.0
25454,Gm20820,0.0,0.0,1.0
25455,Gm28220,0.0,0.0,1.0
25456,Gm28823,0.0,0.0,1.0
25457,Gm28152,0.0,0.0,1.0
25458,Gm28345,0.0,0.0,1.0
25459,Gm28346,0.0,0.0,1.0
25460,Gm20854,0.0,0.0,1.0
25461,Gm28971,0.0,0.0,1.0
25462,Gm20987,0.0,0.0,1.0
25463,Gm28689,0.0,0.0,1.0
25464,Gm21626,0.0,0.0,1.0
25465,Gm21797,0.0,0.0,1.0
25466,Gm29645,0.0,0.0,1.0
25467,Gm29275,0.0,0.0,1.0
25468,Gm29274,0.0,0.0,1.0
25469,Gm29537,0.0,0.0,1.0
25470,Gm28834,0.0,0.0,1.0
25471,Gm28425,0.0,0.0,1.0
25472,Gm28426,0.0,0.0,1.0
25473,Gm21800,0.0,0.0,1.0
25474,Gm28427,0.0,0.0,1.0
25475,Gm20795,0.0,0.0,1.0
25476,Gm28994,0.0,0.0,1.0
25477,Gm29497,0.0,0.0,1.0
25478,Gm28993,0.0,0.0,1.0
25479,Gm28619,0.0,0.0,1.0
25480,Gm28617,0.0,0.0,1.0
25481,Gm21914,0.0,0.0,1.0
25482,Gm28850,0.0,0.0,1.0
25483,Gm21801,0.0,0.0,1.0
25484,Gm21882,0.0,0.0,1.0
25485,Gm29215,0.0,0.0,1.0
25486,Gm29839,0.0,0.0,1.0
25487,Gm36782,0.0,0.0,1.0
25488,Gm28312,0.0,0.0,1.0
25489,Gm29042,0.0,0.0,1.0
25490,Gm28311,0.0,0.0,1.0
25491,Gm28310,0.0,0.0,1.0
25492,Gm29213,0.0,0.0,1.0
25493,Gm29210,0.0,0.0,1.0
25494,Gm28549,0.0,0.0,1.0
25495,Gm29646,0.0,0.0,1.0
25496,Gm29648,0.0,0.0,1.0
25497,Gm28456,0.0,0.0,1.0
25498,Gm28851,0.0,0.0,1.0
25499,Gm28460,0.0,0.0,1.0
25500,Gm28461,0.0,0.0,1.0
25501,Gm28458,0.0,0.0,1.0
25502,Gm28457,0.0,0.0,1.0
25503,Gm29445,0.0,0.0,1.0
25504,Gm29444,0.0,0.0,1.0
25505,Gm29426,0.0,0.0,1.0
25506,Gm28886,0.0,0.0,1.0
25507,Gm28279,0.0,0.0,1.0
25508,Gm28278,0.0,0.0,1.0
25509,Gm28280,0.0,0.0,1.0
25510,Gm29285,0.0,0.0,1.0
25511,Gm29286,0.0,0.0,1.0
25512,Gm28568,0.0,0.0,1.0
25513,Gm29498,0.0,0.0,1.0
25514,Gm29360,0.0,0.0,1.0
25515,Gm28604,0.0,0.0,1.0
25516,Gm29080,0.0,0.0,1.0
25517,Gm28264,0.0,0.0,1.0
25518,Gm28260,0.0,0.0,1.0
25519,Gm29384,0.0,0.0,1.0
25520,Gm29386,0.0,0.0,1.0
25521,Gm20855,0.0,0.0,1.0
25522,Gm29226,0.0,0.0,1.0
25523,Gm29225,0.0,0.0,1.0
25524,Gm29078,0.0,0.0,1.0
25525,Gm29077,0.0,0.0,1.0
25526,Gm29081,0.0,0.0,1.0
25527,Gm29654,0.0,0.0,1.0
25528,Gm28786,0.0,0.0,1.0
25529,Gm29653,0.0,0.0,1.0
25530,Gm29655,0.0,0.0,1.0
25531,Gm29656,0.0,0.0,1.0
25532,Gm28464,0.0,0.0,1.0
25533,Gm29531,0.0,0.0,1.0
25534,Gm29532,0.0,0.0,1.0
25535,Gm28517,0.0,0.0,1.0
25536,Gm28522,0.0,0.0,1.0
25537,Gm21633,0.0,0.0,1.0
25538,Gm28521,0.0,0.0,1.0
25539,Gm28463,0.0,0.0,1.0
25540,Gm28585,0.0,0.0,1.0
25541,Gm28470,0.0,0.0,1.0
25542,Gm28469,0.0,0.0,1.0
25543,Gm28176,0.0,0.0,1.0
25544,Gm28775,0.0,0.0,1.0
25545,Gm28774,0.0,0.0,1.0
25546,Gm28772,0.0,0.0,1.0
25547,Gm28771,0.0,0.0,1.0
25548,Gm28547,0.0,0.0,1.0
25549,Gm28545,0.0,0.0,1.0
25550,Gm20738,0.0,0.0,1.0
25551,Gm29671,0.0,0.0,1.0
25552,Gm28820,0.0,0.0,1.0
25553,Gm28212,0.0,0.0,1.0
25554,Gm29025,0.0,0.0,1.0
25555,Gm29023,0.0,0.0,1.0
25556,Gm29028,0.0,0.0,1.0
25557,Gm29027,0.0,0.0,1.0
25558,Gm28810,0.0,0.0,1.0
25559,Gm28811,0.0,0.0,1.0
25560,Gm28338,0.0,0.0,1.0
25561,Gm28336,0.0,0.0,1.0
25562,Gm28333,0.0,0.0,1.0
25563,Gm28332,0.0,0.0,1.0
25564,Gm28550,0.0,0.0,1.0
25565,Gm28565,0.0,0.0,1.0
25566,Gm28690,0.0,0.0,1.0
25567,Gm28208,0.0,0.0,1.0
25568,Gm28966,0.0,0.0,1.0
25569,Gm28532,0.0,0.0,1.0
25570,Gm21943,0.0,0.0,1.0
25571,Gm28965,0.0,0.0,1.0
25572,Gm28964,0.0,0.0,1.0
25573,Gm29404,0.0,0.0,1.0
25574,Gm29406,0.0,0.0,1.0
25575,Gm29405,0.0,0.0,1.0
25576,Gm29220,0.0,0.0,1.0
25577,Gm29222,0.0,0.0,1.0
25578,Gm28207,0.0,0.0,1.0
25579,Gm28291,0.0,0.0,1.0
25580,Gm28206,0.0,0.0,1.0
25581,Gm28202,0.0,0.0,1.0
25582,Gm28201,0.0,0.0,1.0
25583,Gm28352,0.0,0.0,1.0
25584,Gm28355,0.0,0.0,1.0
25585,Gm29555,0.0,0.0,1.0
25586,Gm29301,0.0,0.0,1.0
25587,Gm29557,0.0,0.0,1.0
25588,Gm29303,0.0,0.0,1.0
25589,Gm29305,0.0,0.0,1.0
25590,Gm28962,0.0,0.0,1.0
25591,Gm28963,0.0,0.0,1.0
25592,Gm29466,0.0,0.0,1.0
25593,Gm29467,0.0,0.0,1.0
25594,Gm28692,0.0,0.0,1.0
25595,Gm28691,0.0,0.0,1.0
25596,Gm28890,0.0,0.0,1.0
25597,Gm28889,0.0,0.0,1.0
25598,Gm21450,0.0,0.0,1.0
25599,Gm29132,0.0,0.0,1.0
25600,Gm20978,0.0,0.0,1.0
25601,Gm29130,0.0,0.0,1.0
25602,Gm29131,0.0,0.0,1.0
25603,Gm29672,0.0,0.0,1.0
25604,Gm28072,0.0,0.0,1.0
25605,Gm21428,0.0,0.0,1.0
25606,Gm28074,0.0,0.0,1.0
25607,Gm21419,0.0,0.0,1.0
25608,Gm28073,0.0,0.0,1.0
25609,Gm21413,0.0,0.0,1.0
25610,Gm29368,0.0,0.0,1.0
25611,Gm28284,0.0,0.0,1.0
25612,Gm28325,0.0,0.0,1.0
25613,Gm28326,0.0,0.0,1.0
25614,Gm20963,0.0,0.0,1.0
25615,Gm28293,0.0,0.0,1.0
25616,Gm28274,0.0,0.0,1.0
25617,Gm28566,0.0,0.0,1.0
25618,Gm29070,0.0,0.0,1.0
25619,Gm29116,0.0,0.0,1.0
25620,Gm29117,0.0,0.0,1.0
25621,Gm29511,0.0,0.0,1.0
25622,Gm28679,0.0,0.0,1.0
25623,Gm28684,0.0,0.0,1.0
25624,Gm28681,0.0,0.0,1.0
25625,Gm21209,0.0,0.0,1.0
25626,Gm29271,0.0,0.0,1.0
25627,Gm29270,0.0,0.0,1.0
25628,Gm28726,0.0,0.0,1.0
25629,Gm28753,0.0,0.0,1.0
25630,Gm28276,0.0,0.0,1.0
25631,Gm28754,0.0,0.0,1.0
25632,Gm20792,0.0,0.0,1.0
25633,Gm28194,0.0,0.0,1.0
25634,Gm29166,0.0,0.0,1.0
25635,Gm29370,0.0,0.0,1.0
25636,Gm29373,0.0,0.0,1.0
25637,Gm29098,0.0,0.0,1.0
25638,Gm29056,0.0,0.0,1.0
25639,Gm28554,0.0,0.0,1.0
25640,Gm28697,0.0,0.0,1.0
25641,Gm29321,0.0,0.0,1.0
25642,Gm28317,0.0,0.0,1.0
25643,Gm28318,0.0,0.0,1.0
25644,Gm28313,0.0,0.0,1.0
25645,Gm28908,0.0,0.0,1.0
25646,Gm29248,0.0,0.0,1.0
25647,Gm29252,0.0,0.0,1.0
25648,Gm29250,0.0,0.0,1.0
25649,Gm20747,0.0,0.0,1.0
25650,Gm28236,0.0,0.0,1.0
25651,Gm28235,0.0,0.0,1.0
25652,Gm28233,0.0,0.0,1.0
25653,Gm28733,0.0,0.0,1.0
25654,Gm28732,0.0,0.0,1.0
25655,Gm21258,0.0,0.0,1.0
25656,Gm28735,0.0,0.0,1.0
25657,Gm28197,0.0,0.0,1.0
25658,Gm29063,0.0,0.0,1.0
25659,Gm28950,0.0,0.0,1.0
25660,Gm28948,0.0,0.0,1.0
25661,Gm28947,0.0,0.0,1.0
25662,Gm28945,0.0,0.0,1.0
25663,Gm28944,0.0,0.0,1.0
25664,Gm28316,0.0,0.0,1.0
25665,Gm28315,0.0,0.0,1.0
25666,Ctag2,0.0,0.0,1.0
25667,Gm6760,0.0,0.0,1.0
25668,Olfr706,0.0,0.0,1.0
25669,Gm35368,0.0,0.0,1.0
25670,Gm3336,0.0,0.0,1.0
25671,Cilp2,0.0,0.0,1.0
25672,Gm15656,0.0,0.0,1.0
25673,1700125H03Rik,0.0,0.0,1.0
25674,Gm45827,0.0,0.0,1.0
25675,Gm32568,0.0,0.0,1.0
25676,Gm15356,0.0,0.0,1.0
25677,Gm15354,0.0,0.0,1.0
25678,Gm10663,0.0,0.0,1.0
25679,Gm45345,0.0,0.0,1.0
25680,Gm45418,0.0,0.0,1.0
25681,Gm45607,0.0,0.0,1.0
25682,1700001D01Rik,0.0,0.0,1.0
25683,Gm34030,0.0,0.0,1.0
25684,Gm45389,0.0,0.0,1.0
25685,Gm32975,0.0,0.0,1.0
25686,Gm45322,0.0,0.0,1.0
25687,Gm45830,0.0,0.0,1.0
25688,Cldn24,0.0,0.0,1.0
25689,E030037K01Rik,0.0,0.0,1.0
25690,1700011L03Rik,0.0,0.0,1.0
25691,Gm31172,0.0,0.0,1.0
25692,Ccdc194,0.0,0.0,1.0
25693,Tmem221,0.0,0.0,1.0
25694,Cyp4f18,0.0,0.0,1.0
25695,Gm45821,0.0,0.0,1.0
25696,1700120C18Rik,0.0,0.0,1.0
25697,Gm19872,0.0,0.0,1.0
25698,4930535O05Rik,0.0,0.0,1.0
25699,Gm27208,0.0,0.0,1.0
25700,Gm27168,0.0,0.0,1.0
25701,1700122E12Rik,0.0,0.0,1.0
25702,G430095P16Rik,0.0,0.0,1.0
25703,Podnl1,0.0,0.0,1.0
25704,Rln3,0.0,0.0,1.0
25705,Misp3,0.0,0.0,1.0
25706,Olfr370,0.0,0.0,1.0
25707,4930579O11Rik,0.0,0.0,1.0
25708,Gm45430,0.0,0.0,1.0
25709,Gm45435,0.0,0.0,1.0
25710,Gm45602,0.0,0.0,1.0
25711,Pou4f2,0.0,0.0,1.0
25712,Gm45285,0.0,0.0,1.0
25713,Gm45798,0.0,0.0,1.0
25714,Gm10358,0.0,0.0,1.0
25715,Gm45899,0.0,0.0,1.0
25716,Gm45820,0.0,0.0,1.0
25717,Gm45479,0.0,0.0,1.0
25718,Gm45253,0.0,0.0,1.0
25719,Gm35963,0.0,0.0,1.0
25720,Gm30692,0.0,0.0,1.0
25721,Gm45571,0.0,0.0,1.0
25722,Gm8110,0.0,0.0,1.0
25723,Tex24,0.0,0.0,1.0
25724,Gm45371,0.0,0.0,1.0
25725,Gm45584,0.0,0.0,1.0
25726,Gm32050,0.0,0.0,1.0
25727,Gm45580,0.0,0.0,1.0
25728,Gm31898,0.0,0.0,1.0
25729,Gm45305,0.0,0.0,1.0
25730,Htra4,0.0,0.0,1.0
25731,Gm45164,0.0,0.0,1.0
25732,Gm30931,0.0,0.0,1.0
25733,Gm15346,0.0,0.0,1.0
25734,Fam90a1a,0.0,0.0,1.0
25735,Defb13,0.0,0.0,1.0
25736,Defb15,0.0,0.0,1.0
25737,Defb11,0.0,0.0,1.0
25738,Defb2,0.0,0.0,1.0
25739,Defa24,0.0,0.0,1.0
25740,Defa39,0.0,0.0,1.0
25741,Defa34,0.0,0.0,1.0
25742,Defa17,0.0,0.0,1.0
25743,Gm32567,0.0,0.0,1.0
25744,4933433F19Rik,0.0,0.0,1.0
25745,Nrg1-1,0.0,0.0,1.0
25746,Gm26978,0.0,0.0,1.0
25747,Gm45542,0.0,0.0,1.0
25748,Gm2366,0.0,0.0,1.0
25749,Adam34l,0.0,0.0,1.0
25750,Gm16192,0.0,0.0,1.0
25751,Adam39,0.0,0.0,1.0
25752,Adam20,0.0,0.0,1.0
25753,Adam25,0.0,0.0,1.0
